iteration,global_sparsity,layer_name,zero_frac,zeros,total
8,0.30548362311829486,layers.12.conv3,0.5729166666666666,31680,55296
8,0.30548362311829486,layers.13.conv1,0.0,0,55296
8,0.30548362311829486,layers.13.conv2,0.0,0,5184
8,0.30548362311829486,layers.13.conv3,0.5125,47232,92160
8,0.30548362311829486,layers.14.conv1,0.0,0,153600
8,0.30548362311829486,layers.14.conv2,0.0,0,8640
8,0.30548362311829486,layers.14.conv3,0.6,92160,153600
8,0.30548362311829486,layers.15.conv1,0.0,0,153600
8,0.30548362311829486,layers.15.conv2,0.0,0,8640
8,0.30548362311829486,layers.15.conv3,0.45,69120,153600
8,0.30548362311829486,layers.16.conv1,0.0,0,153600
8,0.30548362311829486,layers.16.conv2,0.0,0,8640
8,0.30548362311829486,layers.16.conv3,0.846875,260160,307200
8,0.30548362311829486,layers.16.shortcut.0,0.0,0,51200
8,0.30548362311829486,conv2,0.2421875,99200,409600
9,0.33551264904242906,conv1,0.0,0,864
9,0.33551264904242906,layers.0.conv1,0.0,0,1024
9,0.33551264904242906,layers.0.conv2,0.0,0,288
9,0.33551264904242906,layers.0.conv3,0.875,448,512
9,0.33551264904242906,layers.0.shortcut.0,0.0,0,512
9,0.33551264904242906,layers.1.conv1,0.0,0,1536
9,0.33551264904242906,layers.1.conv2,0.0,0,864
9,0.33551264904242906,layers.1.conv3,0.16666666666666666,384,2304
9,0.33551264904242906,layers.1.shortcut.0,0.0,0,384
9,0.33551264904242906,layers.2.conv1,0.0,0,3456
