epoch,test_acc,compression_ratio
1,10.0,25.007175472928896
2,18.95,25.007175472928896
3,27.38,25.007175472928896
4,47.84,25.007175472928896
5,68.29,25.007175472928896
6,77.07,25.007175472928896
7,74.18,25.007175472928896
8,80.24,25.007175472928896
9,80.8,25.007175472928896
10,82.81,25.007175472928896
