epoch,test_acc,compression_ratio
1,91.52,9.964970096154905
2,92.01,9.964970096154905
3,91.59,9.964970096154905
4,91.66,9.964970096154905
5,91.87,9.964970096154905
6,91.8,9.964970096154905
7,92.04,9.964970096154905
8,92.06,9.964970096154905
9,91.93,9.964970096154905
10,91.92,9.964970096154905
