epoch,test_acc,compression_ratio
1,87.64,12.527688234577338
2,89.78,12.527688234577338
3,90.08,12.527688234577338
4,90.38,12.527688234577338
5,89.59,12.527688234577338
6,90.89,12.527688234577338
7,90.93,12.527688234577338
8,91.05,12.527688234577338
9,90.75,12.527688234577338
10,91.04,12.527688234577338
